,title,area,numberOfRooms,price,town,district
5457,ESENLER 15 TEMMUZ AKILLI ŞEHİRDE SATILIK 3+1 110 ZEMİN KAT DAİRE,110,3+1,2.325.000,Sanayi15 Temmuz Mh,.
5458,ESENLER EMLAK KONUTLARI 2'DE HARİKA MANZARALI 3+1 TAPUKUR'DAN,157,3+1,4.325.000,BirlikHavaalanı Mh,.
5459,DEMİR EMLAK'TAN ÇİFT BALKONLU ÇİFT CEPHELİ SATILIK 3+1 DAİRE,130,3+1,760.000,KarabayırKazım Karabekir Mh,.
5460,MADENOĞLU GAYRİMENKUL'DEN* YENİ BİNADA GÜNEY CEPHE SIFIR 2+1...,95,2+1,1.050.000,BirlikHavaalanı Mh,.
5461,YALÇINAYDAN METROYA YAKIN 95m2 2+1 KREDİYE UYGUN ARA KAT DAİRE,95,2+1,1.250.000,EsenlerNamık Kemal Mh,.
5462,ŞANLI YAPI'DAN DAVUTPAŞA MAH. 2+1 90M2 SATILIK BAHÇE KATI DAİRE.,100,2+1,475.000,EsenlerDavutpaşa Mh,.
5463,"AVRUPA EMLAK TAN 80M²2+1 B.KAT,İKİNCİ BODRUM-AÇIKLAMAYI OKUYUN",83,2+1,405.000,KarabayırFatih Mah,.
5464,TEKDEMİRDEN DÖRTYOL MERKEZDE ASANSÖRLÜ 180MT 4+1 ARAKAT DAİRE,200,4+1,2.150.000,EsenlerFevzi Çakmak Mh,.
5465,satılık daire,90,2+1,930.000,KarabayırKazım Karabekir Mh,.
5466,SATILIK 1+1/65 M2 KAT.3 DAİRE. ESENLER MENDERES MH.,65,1+1,775.000,EsenlerMenderes Mah,.
5467,꧁꧂Altunkılıç'dan 2+1 100 m² MERKEZİ KONUM 1.kat,95,2+1,1.600.000,BirlikHavaalanı Mh,.
5468,SATILIK DAİRE 3+1 KREDİLİ,120,3+1,1.500.000,EsenlerFevzi Çakmak Mh,.
5469,"Repix'den Dörtyola&Esenler Metroya Yakın,Kredil­i,Masrafsız Daire",85,2+1,1.150.000,EsenlerDavutpaşa Mh,.
5470,15 TEMMUZ MAHALLESİNDE TAPUSU HAZIR GÜZEL KONUMDA 125 m2 DAİRE,125,2+1,2.650.000,Sanayi15 Temmuz Mh,.
5471,GRANİT GAYRİMENKUL'DEN 2+1 95 M2 ARAKAT SATILIK DAİRE,95,2+1,825.000,EsenlerNine Hatun Mah,.
5472,YAKAMOZ'DAN DAVUTPAŞA'DA GENİŞ FERAH 3+1 SATILIK DAİRE,120,3+1,1.650.000,EsenlerDavutpaşa Mh,.
5473,NAZAR'DAN AYAZMA CADDE'SİNDE ESİNDER SİTESİ C BLOK SATILIK DAİRE,100,2+1,1.250.000,EsenlerNine Hatun Mah,.
5474,ŞAHİN GAYRİMENKUL'DEN MERKEZİ KONUM'DA 2+1 SIFIR 3.KAT DAİRE,92,2+1,1.250.000,KarabayırKazım Karabekir Mh,.
5475,Satılık Daire,135,3+1,1.350.000,EsenlerMenderes Mah,.
5476,GAZELOĞLU İNŞ EMLAKTAN FATİH MH SATILIK SIFIR 2+1 Y.GİRİŞ DAİRE,80,2+1,960.000,KarabayırFatih Mah,.
5477,Terazidere Metroya 50 metre 2+1 Arakat Sahibinden,95,2+1,1.250.000,EsenlerNamık Kemal Mh,.
5478,KUBBEDAĞ İNŞAAT- SATILIK 75 M2 1+1 KAT: 2 KÖŞE BAŞI NİZAMİ BİNA,75,1+1,510.000,SanayiTurgut Reis Mah,.
5479,YUVAM GAYRİMENKUL'DEN 2+1 110 M2 EN ÜST KAT DAİRE,110,2+1,785.000,KarabayırFatih Mah,.
5480,SATILIK 3+1 KREDİYE UYGUN İSKANLI 125 m² ARAKATTA 4 YILLIK DAİRE,125,3+1,1.550.000,SanayiTurgut Reis Mah,.
5481,KIDIL gayrimenkul ömür İstanbul'da satılık lüks daire,128,2+1,2.650.000,SanayiTurgut Reis Mah,.
5482,POYRAZ EMLAK'TAN FATİH MAH CAD YAKIN 2+1 SATILIK DAİRE,85,2+1,500.000,KarabayırFatih Mah,.
5483,Esenler Turgutreis mahallesi 2+1 daire,85,2+1,759.000,SanayiTurgut Reis Mah,.
5484,ACİL VATAN EMLAKTAN SATILIK 2+1 B.KATI KOD 28,100,2+1,735.000,KarabayırFatih Mah,.
5485,Esenler ücyuzlu nene hatun mah satılık 3+1 (110m2 ) daire,120,3+1,850.000,EsenlerNine Hatun Mah,.
5486,GAZELOĞLU İNŞ EMLAKTAN KK.BEKİR MH SATILK KREDİLİ 3+1 115M2 2.KA,115,3+1,1.650.000,KarabayırKazım Karabekir Mh,.
5487,TEKDEMİR EMLAKTAN NİNEHATUNDA KREDİLİ 3+1 ARAKAT DAİRE,130,3+1,1.200.000,EsenlerNine Hatun Mah,.
5488,SATILIK 1+1 75 M2 5.KATTA TEMİZ DAİRE,75,1+1,417.000,KarabayırTuna Mah,.
5489,GÖKTÜRK YAPI EMLAKTAN 80 M2 SATILIK BAHCE KATI DAİRE,800,2+1,473.000,EsenlerDavutpaşa Mh,.
5490,HAZAR İNŞAAT & EMLAK'TAN - SİTE İÇERİSİNDE - 2+1 - 85 M² - KAT 3,85,2+1,1.250.000,KarabayırTuna Mah,.
5491,GÖKTÜRK YAPI EMLAK'TAN 2+1 90M2 BAHÇE KATI SATILIK DAİRE,90,2+1,490.000,EsenlerFevzi Çakmak Mh,.
5492,ŞANLI YAPI'DAN ÇİFTEHAVUZLAR MAH.3+1 125M2 2.KAT ASANSÖRLÜ DAİRE,135,3+1,1.775.000,EsenlerÇifte Havuzlar Mh,.
5493,Fatih Mahallesi'nde 3+1 satılık acil daire 750000,140,3+1,750.000,KarabayırFatih Mah,.
5494,"Repix'den Menderes Göbekte,105m2 3+1 Sıfır,Boş,Tek Daire Üzeri.!",105,3+1,1.700.000,EsenlerMenderes Mah,.
5495,Bodrum Kat,90,2+1,490.000,EsenlerFevzi Çakmak Mh,.
5496,YAKAMOZ'DAN NİNE HATUN MAHALLESİNDE 3+1 AMARİKAN MUTFAK,125,3+1,1.650.000,EsenlerNine Hatun Mah,.
5497,Furkan ÖZEN den EMLAK KONUT 2.ETAP ta 3+1 SATILIK,135,3+1,2.820.000,BirlikHavaalanı Mh,.
5498,esenler emlak konutlarında 2+1 ayrı mutfak büyük daire,106,2+1,1.800.000,BirlikHavaalanı Mh,.
5499,ACİL!!! NİNE HATUNDA SATILIK TOPRAK TAPULU DAİRE,95,2+1,720.000,EsenlerNine Hatun Mah,.
5500,Sahibinden Satılık Komisyonsuz 2+1 Daire,81,2+1,1.725.000,Sanayi15 Temmuz Mh,.
5501,MADENOĞLU'NDAN 15 TEMMUZ PROJESİNDE ARA KAT A6-C BLOK'TA,110,3+1,2.850.000,Sanayi15 Temmuz Mh,.
5502,ESENLER ORUÇREİS'TE METROYA YAKIN 2+1 DAİRE TAPUKUR'DAN,96,2+1,1.200.000,SanayiOruçreis Mh,.
5503,HAMZA İNŞAAT & EMLAK'TAN 3+1 110M2 7 YILLIK TEK DAİRE ÜZERİNE,110,3+1,1.650.000,KarabayırKazım Karabekir Mh,.
5504,Esenler Turgutreis Mahallesi Sitede Teraslı İskanlı Satılık 2+1,105,2+1,2.825.000,SanayiTurgut Reis Mah,.
5505,"ESENLER FATİH MAH TABYA,YA YAKİN 2+1 ARA KAT GUNEY CEPHE",85,2+1,1.050.000,KarabayırFatih Mah,.
5506,ESENLER FATİH MAH 235 SOK BAHÇE KATISATILIK,90,2+1,630.000,KarabayırFatih Mah,.
5507,HAZAR İNŞAAT & EMLAK'TAN 2+1 90 M² SONDURAK CAMİ MEVKİİ,90,2+1,1.325.000,KarabayırKazım Karabekir Mh,.
5508,EMLAK KONUTLARI 1.ETAPTA 3+1 SATILIK DAİRE TAPUKUR'DAN,113,3+1,2.200.000,BirlikHavaalanı Mh,.
5509,satılık daire,120,3+1,1.350.000,EsenlerYavuz Selim Mah,.
5510,Furkan ÖZEN den KEMER Mah. KAÇIRILMIYACAK 2+1 SATILIK,90,2+1,750.000,EsenlerKemer Mah,.
5511,MAÇKA 'DAN YILDIZ ADA OTOPARKLI GÜVENLİKLİ 1+1 DAİRE,44,1+1,1.400.000,EsenlerNamık Kemal Mh,.
5512,SAHİBİNDEN Esenler atışalanında 3+1 Yeni bina kombili,130,3+1,2.300.000,,
5513,YALÇINAY EMLAKTAN KAZIM KARABEKİR MH.de 110m2 3+1 SATILIK DAİRE,110,3+1,895.000,KarabayırKazım Karabekir Mh,.
5514,121 m2 3+1 GENİŞ KULLANIŞLI KAPALI OTOPARKLI DAİRE,135,3.5+1,1.970.000,EsenlerMenderes Mah,.
5515,Furkan ÖZEN den YENİ BİNA dan 2+1 SATILIK,96,2+1,1.400.000,EsenlerNine Hatun Mah,.
5516,"Repix'den Sondurağa&Metro'ya Yakın,90m2 2+1 Yüksek Giriş Daire.!",90,2+1,948.000,EsenlerFevzi Çakmak Mh,.
5517,YAKAMOZ GAYRİMENKULDEN FATİH MAHALLESİNDE 2+1 DAİRE,87,2+1,1.120.000,KarabayırFatih Mah,.
5518,TEKDEMİR EMLAKTAN DÖRTYOLA YAKIN SIFIR KREDİLİ 2+1 BAHÇEKATI,85,2+1,738.000,EsenlerFevzi Çakmak Mh,.
5519,AKARCA EMLAK'TAN MİMAR SİNAN MAH.2+1 90 M2 SATILIK LÜX BAHÇE KAT,90,2+1,800.000,EsenlerMimar Sinan Mah,.
5520,TAŞTAN'DAN MENDERSTE TAPU MASRAFSIZ METROYA YAKIN 2+1 BAHÇE KATI,85,2+1,850.000,EsenlerMenderes Mah,.
5521,TAŞTAN'DAN NİNEHATUNDA TAPU MASRAFSIZ SIFIR 2+1 SATILIK DAİRE,96,2+1,1.400.000,EsenlerNine Hatun Mah,.
5522,TAŞTAN'DAN KAZIMKARABEKİRDE SATILIK 2+1 SIFIR DAİRELER,85,2+1,1.150.000,KarabayırKazım Karabekir Mh,.
5523,"Repix Kalitesiye Ulaşım Sorunu Olmayan,Ultra Lüx,Geniş,Arakat.!!",135,2+1,1.150.000,EsenlerNine Hatun Mah,.
5524,TEKDEMİR EMLAKTAN MİMARSİNANDA SIFIR KREDİLİ 2+1 YÜKSEKGİRİŞ,95,2+1,1.150.000,EsenlerDavutpaşa Mh,.
5525,YUVAM GAYRİMENKUL'DEN 3+1 140 M2 TEMİZ GENİŞ DAİRE,140,3+1,830.000,KarabayırFatih Mah,.
5526,ENVER GAYRİMENKULDEN DAVUTPAŞADA 110 M2 ÇİFT CEPHE MASRAFSIZ,125,2+1,900.000,EsenlerDavutpaşa Mh,.
5527,BÜYÜKDERE GAYRIMENKUL'DEN SATILIK DAÍRE 2022 YAPIMI,90,2+1,975.000,BirlikHavaalanı Mh,.
5528,POYRAZ EMLAK'TAN TUNA MAH 2+1 YÜKSEK G.KİREDİLİ DAİRE,100,2+1,895.000,KarabayırTuna Mah,.
5529,SAHİBİNDEN 3+1 GENİŞ BAHÇELİ FERAH DAİRE,130,3+1,995.000,EsenlerNine Hatun Mah,.
5530,"Metroya 2-3 Dakika Yürüme Mesafesinde, Konumu Süper.",129,3+1,1.800.000,EsenlerMenderes Mah,.
5531,BEYZA İNŞAAT GAYRİMENKUL DEN SATILIK 2+1 130 M2 HİSSE TAPULUFULL,135,2+1,1.150.000,EsenlerNine Hatun Mah,.
5532,ESENLER TUNA MAHALLLESİNDE 2+1 100 M2 SATILIK DAİRE,100,2+1,800.000,KarabayırTuna Mah,.
5533,GAZELOĞLU İNŞ EMLAKTAN FATİH MH SATILIK 1 AY SONRA TESLİM 3.KAT,70,1.5+1,950.000,KarabayırFatih Mah,.
5534,KURSUNOGLUNDAN ESENLERDE SATILIK 2+1 SIFIR KREDIYE UYGUN DAİRE,110,2+1,1.400.000,EsenlerKemer Mah,.
5535,ŞANLI YAPI'DAN YAVUZSELİM MAH.2+1 85M2 YÜKSEK GİRİŞ SATILIK DAİR,95,2+1,1.250.000,EsenlerYavuz Selim Mah,.
5536,Esenler Menderes 115m² 3+1 Krediye Uygun Arakat Küçükler Yapıdan,115,3+1,1.125.000,EsenlerMenderes Mah,.
5537,GÖKTÜRK YAPI EMLAK'TAN 2+1 120M2 3.KAT SATILIK DAİRE,125,2+1,850.000,EsenlerNamık Kemal Mh,.
5538,Esenler Emlak Konutları C2 Blok 144 m2 3+1 Satılık Lüx Daire,144,3+1,2.760.000,BirlikHavaalanı Mh,.
5539,NERGİZ EMLAK K.KARABEKİR MAH SATILIK 3.KAT 2+1 115M2 17m HİSSELİ,115,2+1,765.000,KarabayırKazım Karabekir Mh,.
5540,YAKAMOZ GAYRİMENKULDEN BİRLİK MAHALLESİNDE 2+1 KREDİLİ DAİRE,90,2+1,1.050.000,,
5541,TUNA MAH VATAN EMLAK 2+1 KREDİLİ 85m2 YÜKSEK GİRİŞ.KAT KOD 8,85,2+1,930.000,KarabayırFatih Mah,.
5542,ESENLER MİMARSİNANDA SIFIR 1. KAT 3+1 SATILIK FIRSAT DAİRE,115,3+1,2.095.000,EsenlerMimar Sinan Mah,.
5543,Sahibinden Satılık 120 Metrekare Daire,130,3+1,750.000,SanayiOruçreis Mh,.
5544,YAKAMOZ'DAN DAVUT PAŞA'DA 2+1 SATILIK ÇİFT CEPHELİ DAİRE,90,2+1,735.000,EsenlerDavutpaşa Mh,.
5545,2+1 ORUÇREİS METROYA 2 DK SATILIK DAİRE,95,2+1,730.000,SanayiOruçreis Mh,.
5546,**15 Temmuz'da 3+1 110m2 5. kat**,110,3+1,2.720.000,Sanayi15 Temmuz Mh,.
5547,REAL52'DEN NENEHATUN MAH İNÖNÜ CADDESİ ÜZERİNDE ACİL SATILIK,85,2+1,550.000,EsenlerNine Hatun Mah,.
5548,catikati daire,130,3+1,620.000,EsenlerMenderes Mah,.
5549,ESENLER ORUÇREİS'TE BAKIMLI 2+1 DAİRE TAPUKUR'DAN,95,2+1,900.000,SanayiOruçreis Mh,.
5550,ÖZLEM'DEN MENDERESTE HARİKA KONUMDA 3+1 SATILIK DAİRE,105,3+1,1.800.000,EsenlerMenderes Mah,.
5551,125 m2 SAHİBİNDEN SATILIK tapu hazır C2-4 Blok,125,3+1,2.050.000,Sanayi15 Temmuz Mh,.
5552,15 TEMMUZ'DA FIRSAT DAİRE KISA SÜRELİĞİNE TAPULU 125 M2 3+1,125,3+1,2.850.000,Sanayi15 Temmuz Mh,.
5553,Esenler Emlak Konut 1. Etap Sitesi'nde Satılık 2+1 Daire,105,2+1,1.800.000,BirlikHavaalanı Mh,.
5554,GAZELOĞLU İNŞ EMLAKTAN ÇİNÇİNDERE CD YAKIN KREDİLİ 100M2 3.KAT,100,2+1,1.200.000,KarabayırKazım Karabekir Mh,.
5555,"Repix Gayrimenkul'den Sıfır,Boş,Geniş,Ku­llanışlı,Balkonlu Daire!",110,3+1,1.550.000,KarabayırFatih Mah,.
5556,Acil satılık Güney hastanesine yakın,120,2+1,965.000,EsenlerFevzi Çakmak Mh,.
5557,***FIRSAT DAİRE***,65,1+1,410.000,EsenlerNine Hatun Mah,.
5558,15 TEMMUZ PROJESİN DE 2+1 SATILIK LÜKS DAİRE,95,2+1,2.200.000,Sanayi15 Temmuz Mh,.
5559,ESENLER TUNA MAHLASİNDE KREDİL 2+1 SATILIK DAİRE,100,2+1,695.000,KarabayırTuna Mah,.
5560,Esenler Kazım Karabekirde 115m² 3+1 Arakat İskanlı Küçükler Yapı,115,3+1,1.650.000,KarabayırKazım Karabekir Mh,.
5561,BOZDEMİR EMLAK TAN 2+1 3. KAT EBEVEYN BANYOLU METROYA YAKIN,95,2+1,1.400.000,EsenlerMenderes Mah,.
5562,Esenler Davutpaşa'da 75 m² 2+1 Sıfır Lüx Daireler Küçükler Yapı,75,2+1,969.000,EsenlerDavutpaşa Mh,.
5563,AKARCA EMLAK'TAN MİMAR SİNAN MAH.2+1 100M2 SATILIK LÜX DAİRE'LER,100,2+1,1.550.000,EsenlerMimar Sinan Mah,.
5564,TAŞTAN'DAN TAPU MASRAFSZ DÖRTYOLA YAKIN 2+1 SATILIK YÜKSEK GİRİŞ,95,2+1,1.250.000,EsenlerMenderes Mah,.
5565,TEKDEMİR EMLAKTAN NİNEHATUNDA SIFIR KREDİLİ 2+1 1. KAT DAİRE,95,2+1,1.400.000,EsenlerNine Hatun Mah,.
5566,TEKDEMİR EMLAKTAN DAVUTPAŞADA KREDİLİ 3+1 1. KAT DAİRE,120,3+1,1.400.000,EsenlerDavutpaşa Mh,.
5567,YUVAM GAYRİMENKUL'DEN 2+1 95M2 SIFIR DAİRE.,95,2+1,1.100.000,KarabayırFatih Mah,.
5568,ENVER GAYRİMENKULDEN MİMARSİNANDA 2+1 75 M2 SIFIR YÜKSEK GİRİŞ,80,2+1,1.150.000,EsenlerMimar Sinan Mah,.
5569,nenehatunda 2+1 kredili 85 m2 bahçe kati,90,2+1,670.000,EsenlerNine Hatun Mah,.
5570,Esenler Fevzi çakmak Mahallesi 2 +1 satılık daire,90,2+1,1.300.000,EsenlerFevzi Çakmak Mh,.
5571,SAHİBİNDEN (TAPU MASRAFI YOK),90,2+1,1.200.000,BirlikHavaalanı Mh,.
5572,10 NUMARA 5 YILDIZ DAHA TEMİZİ YOK,100,2+1,895.000,EsenlerFevzi Çakmak Mh,.
5573,YAVUZ EMLAK TUNA MH 1+1 80 M2 KREDİLİ YÜKSEK GİRİŞ DAİRE ACİL,80,1+1,595.000,KarabayırTuna Mah,.
5574,ŞAHİN GAYRİMENKUL'DEN ULTRA LÜX 3+1 KREDİYE UYGUN YÜKSEK GİRİŞ,115,3+1,1.100.000,EsenlerNine Hatun Mah,.
5575,TÜRKİYE EMLAK 1+1 KREDLİ AMERİKAN MUTFAK 65m2 BAHÇE KAT KOD 2097,65,1+1,459.000,KarabayırFatih Mah,.
5576,Esenler Ömür İstanbul da satılık 2 + 1 lüks daire sahibinden,128,2+1,2.499.000,SanayiTurgut Reis Mah,.
5577,"Repix Gayrimenkul'den Üçyüzlü'ye&Metro'ya Yakın,Geniş ,Kullanışlı",100,2+1,515.000,EsenlerNine Hatun Mah,.
5578,VATAN EMLAK 1+1 KREDİLİ AMERİKAN MUTFAK 75m2 BAHÇE KAT DAİRE,75,1+1,669.000,KarabayırFatih Mah,.
5579,Turgut Reis mh. 110 M2 Satılık Daire,136,2+1,850.000,SanayiTurgut Reis Mah,.
5580,KILIÇ EMLAK'TAN DAĞ YOLU CAD YKN 2+1 85 M2 SATILIK DAİRE,85,2+1,835.000,KarabayırTuna Mah,.
5581,POYRAZ EMLAK'TAN ÜÇYÜZLÜ METRO'YA YAKIN 2+1 100 M2 SIFIR LÜKS DA,105,2+1,1.500.000,KarabayırFatih Mah,.
5582,KUBBEDAĞ İNŞAAT- YENİ ULTRA LÜKS 85 M2 2+1 BAHÇE KATI - BAHÇELİ,85,2+1,665.000,SanayiTurgut Reis Mah,.
5583,15 temmuz akıllı şehir 3+1 satılık daire,110,3+1,2.800.000,Sanayi15 Temmuz Mh,.
5584,Esenler Kemer Mahallesi Aileye uygun Satılık Daire,75,2+1,675.000,EsenlerKemer Mah,.
5585,ESENLER TUNADA SATILIK ARA KAT DAİRE 2+1,85,2+1,949.000,KarabayırTuna Mah,.
5586,TEKDEMİR EMLAKTAN FEVZİÇAKMAKTA KREDİLİ 2+1 BALKONLU YÜKSEKGİRİŞ,90,2+1,950.000,EsenlerFevzi Çakmak Mh,.
5587,Sondurak Camii karşısı 2+1 iskanlı kat irtifaklı ferah daire,93,2+1,1.075.000,KarabayırKazım Karabekir Mh,.
5588,NAZAR'DAN SONDURAK MEYDANA YAKIN 2+1 SIFIR TAPU MASRAFSIZ DAİRE,90,2+1,1.150.000,KarabayırKazım Karabekir Mh,.
5589,15 TEMMUZ DA SATILIK 2+1 DAİRE,82,2+1,1.620.000,Sanayi15 Temmuz Mh,.
5590,NEPTUNE GAYRİMENKUL ESENLER NAMIK KEMAL MAH SATILIK ÇATI KAT 100,110,2+1,450.000,EsenlerNamık Kemal Mh,.
5591,KUBBEDAĞ iNŞAATTAN. SATILIK DAİRE 3+1 3.KAT 125M2 SIFIR KREDİLİ,125,3+1,1.750.000,KarabayırKazım Karabekir Mh,.
5592,GÖKTÜRK YAPI EMLAK'TAN 3+1 120 M2 SATILIK 2. KAT DAİRE,120,3+1,1.650.000,EsenlerDavutpaşa Mh,.
5593,GÖKTÜRK YAPI EMLAK'TAN 1+1 80 M2 SATILIK 1. KAT DAİRE,80,1+1,420.000,EsenlerNamık Kemal Mh,.
5594,SAHİBİNDEN SATILIK TEMİZ MASRAFSİZ DAİRE,120,2+1,810.000,SanayiOruçreis Mh,.
5595,ŞANLI YAPI'DAN ESENLER YAVUZSELİM MAH 3+1 142M2 EBEBEYN BANYOLU,155,3+1,2.050.000,EsenlerYavuz Selim Mah,.
5596,TUNA MAH VATAN EMLAK 2+1 KREDİLİ 85m2 YÜKSEK GİRİŞ KAT KOD 5,85,2+1,909.000,KarabayırTuna Mah,.
5597,ŞAHİN GAYRİMENKUL'DEN GENİŞ 2+1 KREDİYE UYGUN BAHÇE KATI DAİRE,90,2+1,700.000,EsenlerMenderes Mah,.
5598,ŞAHİN GAYRİMENKUL'DEN SONDURAK MEYDAN'DA 2+1 ARKA CEPHE 3.KAT,90,2+1,1.325.000,KarabayırKazım Karabekir Mh,.
5599,K.KARABEKİR VATAN EMLAK 2+1 KREDİLİ 95m2 4.KAT DAİRE KOD 27,95,2+1,1.120.000,KarabayırKazım Karabekir Mh,.
5600,DÖRTYOL MERKEZE YAKIN-1+1-70M2-6.KAT GENİŞ BALKON KÖŞE ÇEKMEKAT,100,1+1,385.000,EsenlerMenderes Mah,.
5601,GAZELOĞLU İNŞ EMLAKTAN FATİH MH 140M2 GENİŞ KREDİLİ 3+1 1.KAT,140,3+1,1.550.000,KarabayırFatih Mah,.
5602,ŞANLI YAPI'DAN ESENLER NAMIKKEMAL MAH. 2+1 85M2 SATILIK DAİRE.,95,2+1,1.250.000,EsenlerNamık Kemal Mh,.
5603,FURKANDAN MENDERES METROYA 5 DAKİKA 100M 2+1 3 SENELİK SATILIK,100,2+1,1.550.000,EsenlerMenderes Mah,.
5604,NET GAYRIMENKULDEN 15 TEMMUZ MHL.110 M2 BAHCE KATI 2350.000 TL,110,3+1,2.350.000,Sanayi15 Temmuz Mh,.
5605,ÇELEBİ EMLAKTAN SATILIK DAİRE...,125,3+1,850.000,EsenlerMenderes Mah,.
5606,K.KARABEKİR MAH 3+1 ARAKAT SFIR DAİRE FORUM GAYRİMENKUL,120,3+1,1.720.000,KarabayırKazım Karabekir Mh,.
5607,Furkan ÖZEN den Yeni Bina 2+1 SATILIK,90,2+1,1.350.000,,
5608,"AVRUPA EMLAK TAN K.K.BEKİR MAH,OTOBÜS DUKALARINA YAKIN 3.4.KAT",84,2+1,1.150.000,KarabayırKazım Karabekir Mh,.
5609,YAKAMOZ'DAN MENDERES MAHALLESİNDE 1+1 ÇATI KATI,75,1+1,378.000,EsenlerMenderes Mah,.
5610,oruç reis mahaleden satlık daire metroya çok yakın ana cadeüzeri,140,3+1,1.300.000,SanayiOruçreis Mh,.
5611,"AVRUPA EMLAK TAN FATİH MH 85M²2+1 2.KAT,SIFIR,ASA­NSÖRLÜ,DAİRELER",85,2+1,1.250.000,KarabayırFatih Mah,.
5612,Kentsel Dönüşüm Bölgesinde Krediye Uygun,85,2+1,720.000,BirlikHavaalanı Mh,.
5613,SAYGINDAN K.KARABEKİR MAH. 3+1 110M2 SATILIK KREDİLİ GENİŞ DAİRE,120,3+1,1.430.000,KarabayırKazım Karabekir Mh,.
5614,ESENLER NENEHATUN MAHALLESİNDE FUL TADİLATLI 120M² 2+1 SATILIK,120,2+1,925.000,EsenlerNine Hatun Mah,.
5615,GRANİT GAYRİMENKUL'DEN 2+1 26 M2 HİSSELİ YÜKSEK GİRİŞ DAİRE,90,2+1,665.000,EsenlerMenderes Mah,.
5616,Furkan ÖZEN den Cadde Üstü Ferah Geniş Teraslı 2+1 SATILIK,85,2+1,445.000,EsenlerMenderes Mah,.
5617,YAKAMOZ GAYRİMENKUL DEN CEVİZLİ BAHÇE ESİNDER SİTEDE 3+1 DAİRE,125,3+1,1.950.000,EsenlerNine Hatun Mah,.
5618,MADENOĞLU'NDAN** EMLAK KONUT 1.ETAP PEYZAJ MANZARALI LÜX DAİRE,107,2+1,1.700.000,BirlikHavaalanı Mh,.
5619,İZCİ EMLAKTAN K KARABEKİR MAH SATILIK DAİRE 1.KAT 110 M2 2+1,120,2+1,725.000,KarabayırKazım Karabekir Mh,.
5620,BİRLİK MAHALLESİNDE 2+1 90 M2 3 YAŞINDA TEMİZ SATILIK DAİRE,89,2+1,850.000,,
5621,15 TEMMUZ MAHALLESİNDE 80 m2 5. KAT GÜZEL KONUMDA FIRSAT DAİRE,80,2+1,1.780.000,Sanayi15 Temmuz Mh,.
5622,Esenler Mimar Sinan'da 120 m² 3+1 1 Kat Daire Küçükler Yapıdan,120,3+1,895.000,EsenlerMimar Sinan Mah,.
5623,BATIŞEHİR ALF ALLİANCE'DA SATILIK STÜDYO ( 1+0 ) DAİRE,39,Stüdyo,(1+0),SanayiOruçreis Mh,.
5624,YAKAMOZ GAYRİMENKULDEN MİMAR SİNAN'DA 2+1 DAİRE,90,2+1,1.500.000,EsenlerMimar Sinan Mah,.
5625,YAKAMOZ GAYRİMENKULDEN FATİH MAHALLESİNDE 2+1 SIFIR DAİRE,80,2+1,990.000,KarabayırFatih Mah,.
5626,YAKAMOZ!DAN 15 TEMMUZ'DA ÖNÜ ACIK TAPULU 3+1 DAİRE,125,3+1,3.380.000,Sanayi15 Temmuz Mh,.
5627,TAŞTAN'DAN MENDERESTE EBEVEYN BANYOLU 2+1 SATILIK YÜKSEK GİRİŞ,100,2+1,1.300.000,EsenlerMenderes Mah,.
5628,YAKAMOZ'DAN SONDURAK CAMİİ'NİN YANINDA 3+1 ÇİFT BALKONLU DAİRE,125,3+1,1.950.000,KarabayırKazım Karabekir Mh,.
5629,MÜKEMMEL KONUMDA 3 cepheli,112,3+1,2.975.000,Sanayi15 Temmuz Mh,.
5630,YUVAM GAYRİMENKUL'DEN 2+1 100M2 KOT 2 BAHÇE KATI TEMİZ DAİRE.,100,2+1,410.000,KarabayırFatih Mah,.
5631,"Repix Kalitesiyle Üçyüzlü Göbeğine Yakın,Geniş,Kul­lanışlı,Arakat",120,3+1,1.400.000,EsenlerMenderes Mah,.
5632,GAZELOĞLU İNŞ EMLAKTAN N.HATUN MH ÜÇYÜZLÜYE YAKIN 90M2 2+1 B.KAT,90,2+1,470.000,EsenlerNine Hatun Mah,.
5633,KIDIL EMLAK 15 TEMMUZ PROJESİNDE 2+1 SATILIK DAİRE,96,2+1,1.900.000,Sanayi15 Temmuz Mh,.
5634,İZCİ EMLAKTAN NİNE HATUN MAH SATILIK KREDİLİ BAHÇE KAT 2+1 90 M2,95,2+1,750.000,EsenlerNine Hatun Mah,.
5635,MENDERES MAH. 4+1 120M2 SIFIR İSKANLI ULTRA LÜX DAİRE,120,3+1,2.000.000,EsenlerMenderes Mah,.
5636,satılık dubleks 5+2 alt kat 90 m2 2+1 üst kat 180 m2 3+1,270,5+2,1.700.000,KarabayırTuna Mah,.
5637,SAHİBİNDEN 15 TEMMUZ MAH. 110m2 YÜKSEK GİRİŞ KAT,109,3+1,2.850.000,Sanayi15 Temmuz Mh,.
5638,Esenler 15 Temmuz mahallesi Satılık 2+1 Daire,82,2+1,1.570.000,Sanayi15 Temmuz Mh,.
5639,ŞAHİN GAYRİMENKUL'DEN SIFIR 2+1ULTRA LÜX BAHÇE KATI DAİRE,85,2+1,738.000,EsenlerFevzi Çakmak Mh,.
5640,BEYZA İNŞAAT GAYRİMENKUL DEN ACİL SATILIK DAİRE YÜKSEK GİRİŞ 2+1,95,2+1,1.080.000,EsenlerFevzi Çakmak Mh,.
